week_key,week_start,week_end,complaint_category,case_count
2026-W24,2026-06-08,2026-06-14,Wound/Injury,4
2026-W25,2026-06-15,2026-06-21,Allergy,5
2026-W25,2026-06-15,2026-06-21,Blood Pressure,9
2026-W25,2026-06-15,2026-06-21,Body Pain,6
2026-W25,2026-06-15,2026-06-21,Dental,7
2026-W25,2026-06-15,2026-06-21,Dizziness,2
2026-W25,2026-06-15,2026-06-21,Dysmenorrhea,1
2026-W25,2026-06-15,2026-06-21,Fever,5
2026-W25,2026-06-15,2026-06-21,Gastrointestinal,13
2026-W25,2026-06-15,2026-06-21,Headache,15
2026-W25,2026-06-15,2026-06-21,Respiratory,23
2026-W25,2026-06-15,2026-06-21,Wound/Injury,3
2026-W26,2026-06-22,2026-06-28,Allergy,3
2026-W26,2026-06-22,2026-06-28,Blood Pressure,0
2026-W26,2026-06-22,2026-06-28,Body Pain,4
2026-W26,2026-06-22,2026-06-28,Dental,2
2026-W26,2026-06-22,2026-06-28,Dizziness,1
2026-W26,2026-06-22,2026-06-28,Dysmenorrhea,1
2026-W26,2026-06-22,2026-06-28,Fever,2
2026-W26,2026-06-22,2026-06-28,Gastrointestinal,7
2026-W26,2026-06-22,2026-06-28,Headache,3
2026-W26,2026-06-22,2026-06-28,Respiratory,5
2026-W26,2026-06-22,2026-06-28,Wound/Injury,1
2026-W27,2026-06-29,2026-07-05,Allergy,5
2026-W27,2026-06-29,2026-07-05,Blood Pressure,0
2026-W27,2026-06-29,2026-07-05,Body Pain,3
2026-W27,2026-06-29,2026-07-05,Dental,3
2026-W27,2026-06-29,2026-07-05,Dizziness,2
2026-W27,2026-06-29,2026-07-05,Dysmenorrhea,3
2026-W27,2026-06-29,2026-07-05,Fever,0
2026-W27,2026-06-29,2026-07-05,Gastrointestinal,6
2026-W27,2026-06-29,2026-07-05,Headache,8
2026-W27,2026-06-29,2026-07-05,Respiratory,10
2026-W27,2026-06-29,2026-07-05,Wound/Injury,1
2026-W28,2026-07-06,2026-07-12,Allergy,0
2026-W28,2026-07-06,2026-07-12,Blood Pressure,2
2026-W28,2026-07-06,2026-07-12,Body Pain,2
2026-W28,2026-07-06,2026-07-12,Dental,0
2026-W28,2026-07-06,2026-07-12,Dizziness,0
2026-W28,2026-07-06,2026-07-12,Dysmenorrhea,0
2026-W28,2026-07-06,2026-07-12,Fever,0
2026-W28,2026-07-06,2026-07-12,Gastrointestinal,1
2026-W28,2026-07-06,2026-07-12,Headache,0
2026-W28,2026-07-06,2026-07-12,Respiratory,0
2026-W28,2026-07-06,2026-07-12,Wound/Injury,0
